109,414,849,858
106,413,849,858
101,411,849,860
104,412,850,859
110,414,849,859
115,416,850,859
119,418,851,860
124,421,850,861
127,424,851,861
127,426,853,862
127,429,853,861
127,429,853,863
125,430,854,864
123,430,855,864
121,430,856,865
119,429,857,867
117,430,858,867
115,430,859,869
113,433,859,868
111,436,861,869
109,438,861,869
107,441,863,870
106,444,863,871
105,446,864,873
105,449,865,873
104,452,866,874
103,454,868,876
103,455,868,878
101,458,870,878
101,458,871,879
101,459,871,878
101,460,872,878
100,460,875,881
100,460,876,881
100,462,877,881
101,463,877,882
102,465,878,884
103,468,879,884
104,470,879,885
105,473,879,884
104,474,880,887
103,477,880,886
102,479,880,887
100,481,881,888
98,482,881,889
96,485,880,888
91,485,882,889
89,485,882,890
83,485,882,888
76,482,883,889
68,478,884,889
59,475,886,888
54,470,882,890
48,468,881,888
44,465,880,888
39,462,882,889
38,460,880,889
37,462,880,889
41,466,878,889
47,472,877,889
55,479,876,888
65,489,874,887
76,498,872,888
85,507,871,888
93,518,869,886
99,527,868,885
105,534,866,882
109,538,865,883
111,541,863,881
113,541,862,878
115,539,861,878
117,538,860,879
122,538,859,877
126,540,859,875
131,544,856,876
140,547,854,877
148,549,854,877
157,550,856,878
166,554,857,877
177,559,855,875
187,566,853,873
194,570,853,873
198,570,856,874
203,570,855,873
207,569,855,872
209,568,857,871
210,568,857,870
210,568,858,869
209,569,860,868
207,570,862,871
206,572,861,870
204,575,861,872
200,577,864,872
197,581,863,872
193,585,864,872
189,588,865,873
186,590,864,874
183,593,864,874
179,596,865,874
177,599,864,876
174,604,864,873
170,608,863,872
167,611,863,874
163,613,863,872
161,614,860,869
157,614,860,869
156,612,861,872
156,608,862,873
158,605,862,873
162,603,862,874
164,600,863,875
167,598,865,877
170,596,866,881
171,595,870,886
174,599,871,889
179,607,866,888
182,619,866,887
186,625,867,890
189,630,869,892
193,632,870,895
193,633,878,900
195,635,879,902
197,640,879,903
197,646,882,904
195,649,884,906
194,649,885,908
192,648,887,907
189,643,886,909
186,637,887,910
184,629,885,910
181,622,886,910
179,615,885,909
175,608,886,909
172,602,886,910
167,599,887,910
163,597,887,911
157,596,887,913
152,598,887,913
147,598,888,917
143,600,888,915
140,603,887,915
136,605,889,915
135,606,889,915
136,607,888,915
139,607,886,915
142,606,887,916
146,605,887,916
150,604,889,916
155,602,888,914
160,600,887,914
164,600,887,912
168,599,888,914
172,599,888,914
175,599,888,917
179,601,888,917
181,603,888,919
185,606,887,918
187,609,886,916
188,609,884,915
188,607,883,913
187,604,882,912
185,602,880,911
182,600,877,908
178,598,873,906
172,595,874,906
167,591,872,905
161,587,874,906
157,582,874,907
154,580,874,909
153,580,877,911
153,581,877,913
152,583,879,915
153,585,880,918
149,587,885,921
144,590,889,924
140,593,890,925
137,598,888,930
132,603,889,930
126,604,890,935
118,603,893,937
112,603,894,938
108,605,893,936
103,606,892,936
100,607,891,936
98,608,890,935
96,606,891,937
96,604,890,935
99,601,888,933
103,596,886,928
107,590,886,927
113,585,885,926
120,582,885,925
128,584,885,925
137,590,885,925
146,599,884,925
155,609,884,923
165,619,882,920
174,626,880,917
183,630,878,916
190,634,877,913
195,634,874,912
198,633,873,911
199,630,872,911
200,628,871,909
201,625,870,914
197,623,871,913
194,622,872,912
192,622,871,906
190,621,871,907
183,617,874,913
175,613,879,912
169,610,881,915
165,609,882,916
161,607,883,919
158,606,884,920
157,604,886,921
157,601,889,926
159,599,892,640
162,599,895,937
165,603,895,943
168,608,894,947
170,611,895,948
172,611,897,953
174,608,898,959
171,605,898,962
169,601,896,964
162,597,897,966
152,593,897,965
141,591,895,965
128,591,896,964
115,592,894,961
103,596,893,958
93,598,892,957
85,599,889,955
77,599,888,956
72,599,885,953
68,598,883,955
67,597,880,954
67,594,880,957
67,590,879,956
68,584,882,963
73,578,883,967
81,572,881,968
86,567,884,972
90,563,889,977
93,560,893,981
95,560,899,985
98,563,903,986
102,567,905,990
105,572,910,989
105,575,916,994
104,577,919,999
103,581,921,1004
101,585,919,1007
97,588,920,1008
93,589,922,1012
89,589,924,1014
84,588,927,1015
79,588,929,1018
74,591,927,1021
67,598,925,1019
57,602,926,1019
45,604,927,1019
29,601,930,1020
13,593,932,1022
1,581,932,1027
1,570,917,1025
1,555,903,1028
1,539,890,1031
1,526,881,1033
1,515,870,1033
1,503,868,1034
1,489,871,1039
1,476,882,1043
1,467,896,1046
1,461,913,1049
1,460,930,1054
1,462,946,1057
1,466,964,1060
1,471,980,1061
1,476,996,1061
15,479,998,1063
29,482,1001,1065
43,484,1004,1071
57,490,1002,1072
67,497,1001,1074
74,503,1002,1074
79,508,1000,1075
84,512,995,1071
86,513,993,1071
84,511,995,1071
81,510,998,1066
74,507,998,1064
64,501,998,1063
50,494,1000,1063
33,487,1004,1062
17,480,1006,1059
1,473,1008,1059
1,468,996,1059
1,464,987,1059
1,464,980,1058
1,465,977,1058
1,467,976,1059
1,471,979,1061
1,475,984,1062
1,480,991,1062
1,486,998,1058
1,492,1007,1056
10,495,1008,1057
21,498,1006,1057
31,502,1005,1056
41,507,1003,1055
52,513,1000,1052
59,520,997,1049
63,525,996,1048
65,529,993,1047
63,533,992,1044
58,536,991,1041
54,538,988,1039
47,539,988,1036
36,538,989,1032
25,530,990,1035
17,520,995,1035
15,507,998,1038
15,495,1003,1039
22,483,1007,1042
34,474,1008,1045
46,471,1012,1048
57,472,1015,1051
65,477,1014,1052
68,483,1011,1054
71,490,1008,1055
73,496,1006,1055
76,501,1003,1054
78,503,1001,1055
79,505,1000,1053
79,505,1000,1057
78,508,1001,1055
79,512,1000,1053
79,517,1000,1050
79,522,1000,1048
80,524,999,1045
83,525,996,1045
88,523,991,1043
92,522,987,1042
95,520,984,1042
97,518,982,1043
96,517,983,1042
91,515,988,1044
87,513,992,1042
81,508,998,1042
77,502,1002,1041
74,494,1005,1045
72,486,1007,1047
70,483,1009,1047
70,482,1009,1047
70,482,1009,1048
71,484,1008,1049
71,486,1008,1052
71,488,1008,1053
70,491,1009,1055
67,495,1012,1057
64,499,1015,1058
59,503,1020,1057
52,506,1027,1059
45,509,1034,1059
37,510,1037,1059
29,510,1038,1061
21,511,1039,1060
14,512,1039,1060
9,513,1038,1059
4,515,1039,1060
1,517,1037,1059
1,519,1033,1058
1,522,1031,1056
1,523,1029,1055
1,524,1029,1057
1,523,1030,1057
1,521,1033,1058
1,520,1037,1059
7,518,1035,1059
12,518,1035,1058
18,519,1033,1056
24,520,1033,1054
30,521,1031,1054
35,523,1029,1053
40,527,1027,1050
44,531,1025,1048
48,536,1022,1045
53,541,1017,1040
55,546,1014,1037
57,548,1012,1035
58,550,1008,1032
59,552,1003,1027
59,552,1001,1023
60,552,997,1018
60,550,994,1016
62,548,991,1013
66,546,987,1009
70,542,985,1007
73,538,983,1006
76,533,982,1004
80,529,979,1000
83,525,977,997
87,519,975,996
90,512,975,997
94,507,975,997
97,503,976,998
100,501,975,997
102,500,975,997
103,501,976,997
103,503,973,999
101,508,973,999
97,513,973,998
94,518,972,997
88,522,973,998
83,523,974,998
79,523,973,999
74,520,975,999
70,513,976,1001
68,506,981,1004
70,501,983,1005
76,499,984,1006
83,499,986,1006
92,500,987,1009
102,503,977,1013
112,506,967,1015
121,510,958,1018
130,515,949,1017
136,519,943,1017
140,519,939,1020
144,517,935,1020
147,514,932,1018
149,509,930,1018
152,505,927,1018
152,502,927,1017
152,500,927,1018
151,499,928,1018
149,499,930,1018
145,500,934,1017
141,501,938,1017
136,503,943,1015
130,504,949,1015
124,506,955,1013
117,508,962,1012
110,508,969,1013
105,509,974,1014
101,510,978,1015
95,511,984,1017
92,511,987,1016
87,512,992,1015
84,511,995,1014
79,509,1000,1014
75,505,1004,1014
71,500,1006,1014
68,493,1007,1015
65,486,1007,1015
63,480,1008,1015
59,473,1012,1017
58,468,1010,1012
55,464,1011,1013
53,460,1012,1013
51,457,1012,1014
48,455,1014,1015
46,453,1016,1018
45,452,1016,1018
43,452,1018,1022
41,452,1017,1022
40,453,1017,1019
38,452,1017,1020
35,452,1018,1019
32,449,1019,1022
29,448,1019,1021
26,446,1019,1021
22,443,1020,1023
19,440,1020,1026
17,438,1020,1027
13,436,1022,1027
10,434,1024,1028
9,432,1024,1027
7,431,1023,1026
5,431,1025,1026
4,431,1025,1029
1,432,1028,1031
1,434,1028,1030
1,435,1027,1031
1,436,1027,1032
1,436,1027,1036
1,437,1026,1036
1,437,1026,1037
1,436,1024,1038
1,434,1023,1039
1,431,1020,1041
1,427,1015,1043
1,423,1010,1043
1,418,1004,1045
1,412,997,1045
1,408,992,1045
1,404,986,1047
1,400,982,1049
1,399,976,1048
1,399,970,1048
1,400,964,1047
1,402,956,1047
1,406,951,1050
1,411,944,1048
1,414,937,1048
1,417,932,1047
1,418,927,1044
1,415,925,1045
1,412,926,1047
1,407,931,1048
1,405,937,1046
1,404,943,1042
1,401,952,1041
1,397,962,1043
1,395,972,1043
1,395,982,1042
1,397,990,1040
1,400,996,1039
1,402,1002,1040
1,405,1006,1039
1,409,1011,1038
1,413,1015,1038
1,416,1018,1040
1,418,1021,1042
1,423,1023,1041
1,427,1022,1041
1,429,1021,1044
1,432,1018,1044
1,435,1013,1044
1,436,1008,1045
1,435,1002,1047
1,434,997,1048
1,433,993,1048
1,430,991,1050
1,430,988,1049
1,432,986,1048
1,436,985,1048
1,439,985,1047
1,441,982,1047
1,443,981,1047
1,443,977,1047
1,438,974,1048
1,431,972,1050
1,423,971,1052
1,415,966,1057
1,409,958,1056
1,404,953,1058
1,400,948,1057
1,399,944,1056
1,399,942,1054
1,401,941,1051
1,403,943,1050
1,405,946,1049
1,406,949,1049
1,407,954,1049
1,407,958,1049
1,407,963,1050
1,408,968,1050
1,409,974,1051
1,410,980,1053
1,413,986,1053
1,417,990,1052
